,uuid,Company_Names,census_id,count,uuid_comp
275,50765cb7-d9ea-4e21-99a4-fa879613a492,,769,6,50765cb7-d9ea-4e21-99a4-fa879613a492
276,8b03238e-cebc-465d-8fb8-90e41e0f51ba,,938,6,8b03238e-cebc-465d-8fb8-90e41e0f51ba
277,00009999-0000-1000-8000-00177a000002,,13,6,00009999-0000-1000-8000-00177a000002
278,20cae8a0-a9cf-11e3-a5e2-0800200c9a66,Onyx beacon,147,6,Onyx beacon
279,2686f39c-bada-4658-854a-a62e7e5e8b8d,,954,6,2686f39c-bada-4658-854a-a62e7e5e8b8d
280,18a54793-5c75-49ae-af6d-3edda84dffc3,,34,6,18a54793-5c75-49ae-af6d-3edda84dffc3
281,2686f39c-bada-4658-854a-a62e7e5e8b8d,,53,6,2686f39c-bada-4658-854a-a62e7e5e8b8d
282,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,,141,6,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6
283,00009999-0000-1000-8000-00177a000002,,109,6,00009999-0000-1000-8000-00177a000002
284,2f98233b-c528-4156-b9f6-bb8f01d2b557,,847,6,2f98233b-c528-4156-b9f6-bb8f01d2b557
285,440b011b-acc7-4de3-b991-9e825c24c810,,87,6,440b011b-acc7-4de3-b991-9e825c24c810
286,2686f39c-bada-4658-854a-a62e7e5e8b8d,,853,6,2686f39c-bada-4658-854a-a62e7e5e8b8d
287,2a955cfd-667b-4ac8-9141-73b9c168da7e,,134,6,2a955cfd-667b-4ac8-9141-73b9c168da7e
288,2a955cfd-667b-4ac8-9141-73b9c168da7e,,749,6,2a955cfd-667b-4ac8-9141-73b9c168da7e
289,4152554e-f99b-4a3b-86d0-947070693a78,Aruba Bluetooth Beacons (HP),61,6,Aruba Bluetooth Beacons (HP)
290,00009999-0000-1000-8000-00177a000002,,760,6,00009999-0000-1000-8000-00177a000002
291,00009999-0000-1000-8000-00177a000002,,127,6,00009999-0000-1000-8000-00177a000002
292,00009999-0000-1000-8000-00177a000002,,750,6,00009999-0000-1000-8000-00177a000002
293,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,,13,6,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6
294,aa0c1a63-153f-4256-bc10-398508e2b590,,147,5,aa0c1a63-153f-4256-bc10-398508e2b590
295,38d76936-1b9f-425a-af17-612403da18b9,,147,5,38d76936-1b9f-425a-af17-612403da18b9
296,2686f39c-bada-4658-854a-a62e7e5e8b8d,,146,5,2686f39c-bada-4658-854a-a62e7e5e8b8d
297,7bc8ba18-f852-407e-be5f-36eff7b677e7,,131,5,7bc8ba18-f852-407e-be5f-36eff7b677e7
298,00009999-0000-1000-8000-00177a000002,,102,5,00009999-0000-1000-8000-00177a000002
299,d77657c4-52a7-426f-b9d0-d71e10798c8a,SXSW,34,5,SXSW
300,56db0365-a001-4062-9e4d-499d3b8eccf3,,130,5,56db0365-a001-4062-9e4d-499d3b8eccf3
301,2686f39c-bada-4658-854a-a62e7e5e8b8d,,77,5,2686f39c-bada-4658-854a-a62e7e5e8b8d
302,b2e5fc49-d460-42b9-893c-27dbaff94306,,101,5,b2e5fc49-d460-42b9-893c-27dbaff94306
303,56db0365-a001-4062-9e4d-499d3b8eccf3,,146,5,56db0365-a001-4062-9e4d-499d3b8eccf3
304,f7826da6-4fa2-4e98-8024-bc5b71e0893e,Kontakt,109,5,Kontakt
305,00009999-0000-1000-8000-00177a000002,,133,5,00009999-0000-1000-8000-00177a000002
306,d8cec22e-e0c2-11e5-8d0f-02e208b2d34f,,147,5,d8cec22e-e0c2-11e5-8d0f-02e208b2d34f
307,2686f39c-bada-4658-854a-a62e7e5e8b8d,,124,5,2686f39c-bada-4658-854a-a62e7e5e8b8d
308,31b0987b-7e64-4b54-ade4-4daa75573cd7,,61,5,31b0987b-7e64-4b54-ade4-4daa75573cd7
309,2686f39c-bada-4658-854a-a62e7e5e8b8d,,130,5,2686f39c-bada-4658-854a-a62e7e5e8b8d
310,2f98233b-c528-4156-b9f6-bb8f01d2b557,,846,5,2f98233b-c528-4156-b9f6-bb8f01d2b557
311,50765cb7-d9ea-4e21-99a4-fa879613a492,,881,5,50765cb7-d9ea-4e21-99a4-fa879613a492
312,b8ba3d72-9fd6-4ca1-89f6-d0da18de8375,,77,5,b8ba3d72-9fd6-4ca1-89f6-d0da18de8375
313,0f73d453-7524-4862-a864-3420875dba4b,,767,5,0f73d453-7524-4862-a864-3420875dba4b
314,2686f39c-bada-4658-854a-a62e7e5e8b8d,,132,5,2686f39c-bada-4658-854a-a62e7e5e8b8d
315,56db0365-a001-4062-9e4d-499d3b8eccf3,,19,5,56db0365-a001-4062-9e4d-499d3b8eccf3
316,d77657c4-52a7-426f-b9d0-d71e10798c8a,SXSW,130,5,SXSW
317,b2e5fc49-d460-42b9-893c-27dbaff9430b,,109,5,b2e5fc49-d460-42b9-893c-27dbaff9430b
318,75cc8143-2d24-e47a-33e4-61363092b83f,,34,5,75cc8143-2d24-e47a-33e4-61363092b83f
319,03040000-2aae-4d26-ad62-03e9a8637ebd,,61,5,03040000-2aae-4d26-ad62-03e9a8637ebd
320,e2c56db5-dffb-48d2-b060-d0f5a71096e0,Apple AirLocate,995,5,Apple AirLocate
321,e2c56db5-dffb-48d2-b060-d0f5a71096e0,Apple AirLocate,143,5,Apple AirLocate
322,6ab357ac-96dd-4d5e-a606-b9dd64c570c7,,855,5,6ab357ac-96dd-4d5e-a606-b9dd64c570c7
323,2686f39c-bada-4658-854a-a62e7e5e8b8d,,847,5,2686f39c-bada-4658-854a-a62e7e5e8b8d
324,2686f39c-bada-4658-854a-a62e7e5e8b8d,,873,5,2686f39c-bada-4658-854a-a62e7e5e8b8d
325,b2e5fc49-d460-42b9-893c-27dbaff94302,,109,5,b2e5fc49-d460-42b9-893c-27dbaff94302
326,fe913213-b311-4a42-8c16-47faeac938db,Motorola MPact,13,5,Motorola MPact
327,e2c56db5-dffb-48d2-b060-d0f5a71096e0,Apple AirLocate,146,5,Apple AirLocate
328,74278bda-b644-4520-8f0c-720eaf059935,Glimworm,78,5,Glimworm
329,8a21c76b-74e3-4341-92be-33fcfdefdd63,,752,5,8a21c76b-74e3-4341-92be-33fcfdefdd63
330,18a54793-5c75-49ae-af6d-3edda84dffc3,,748,5,18a54793-5c75-49ae-af6d-3edda84dffc3
331,50765cb7-d9ea-4e21-99a4-fa879613a492,,106,5,50765cb7-d9ea-4e21-99a4-fa879613a492
332,b2e5fc49-d460-42b9-893c-27dbaff94303,,109,5,b2e5fc49-d460-42b9-893c-27dbaff94303
333,50765cb7-d9ea-4e21-99a4-fa879613a492,,115,5,50765cb7-d9ea-4e21-99a4-fa879613a492
334,264a2992-d007-432e-b4ed-37d6af6e8d04,,109,5,264a2992-d007-432e-b4ed-37d6af6e8d04
335,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,,996,5,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6
336,d77657c4-52a7-426f-b9d0-d71e10798c8a,SXSW,938,5,SXSW
337,a58bf14e-db0e-407e-ad7b-1d0a84528254,,131,5,a58bf14e-db0e-407e-ad7b-1d0a84528254
338,4d744d1f-9ee8-6e91-60ec-9c0643d8dff2,,873,5,4d744d1f-9ee8-6e91-60ec-9c0643d8dff2
339,6ab357ac-96dd-4d5e-a606-b9dd64c570c7,,109,5,6ab357ac-96dd-4d5e-a606-b9dd64c570c7
340,4165726f-6869-7665-4e65-74776f726b73,Aerohive,122,5,Aerohive
341,6ab357ac-96dd-4d5e-a606-b9dd64c570c7,,34,5,6ab357ac-96dd-4d5e-a606-b9dd64c570c7
342,9eb353a0-69b6-4947-b710-bae643c8bca5,,141,4,9eb353a0-69b6-4947-b710-bae643c8bca5
343,e2c56db5-dffb-48d2-b060-d0f5a71096e0,Apple AirLocate,131,4,Apple AirLocate
344,b19c90c3-c82c-ba3f-fa50-fdd2b787e5bb,,74,4,b19c90c3-c82c-ba3f-fa50-fdd2b787e5bb
345,e2e1adec-2e34-4320-82ff-b162204cef07,,954,4,e2e1adec-2e34-4320-82ff-b162204cef07
346,2a28c8e5-b65f-44aa-9837-e02e5967b103,,78,4,2a28c8e5-b65f-44aa-9837-e02e5967b103
347,b2e5fc49-d460-42b9-893c-27dbaff94308,,101,4,b2e5fc49-d460-42b9-893c-27dbaff94308
348,b2e5fc49-d460-42b9-893c-27dbaff94307,,124,4,b2e5fc49-d460-42b9-893c-27dbaff94307
349,e5fae995-38cb-4d78-ac3f-bd349871d6d4,,122,4,e5fae995-38cb-4d78-ac3f-bd349871d6d4
350,2686f39c-bada-4658-854a-a62e7e5e8b8d,,979,4,2686f39c-bada-4658-854a-a62e7e5e8b8d
351,d77657c4-52a7-426f-b9d0-d71e10798c8a,SXSW,748,4,SXSW
352,b2e5fc49-d460-42b9-893c-27dbaff94301,,109,4,b2e5fc49-d460-42b9-893c-27dbaff94301
353,74278bda-b644-4520-8f0c-720eaf059935,Glimworm,107,4,Glimworm
354,b2e5fc49-d460-42b9-893c-27dbaff94304,,109,4,b2e5fc49-d460-42b9-893c-27dbaff94304
355,1e84766c-ac5c-4df6-a0af-3ea98dd5a91a,,13,4,1e84766c-ac5c-4df6-a0af-3ea98dd5a91a
356,9eb353a0-69b6-4947-b710-bae643c8bca5,,109,4,9eb353a0-69b6-4947-b710-bae643c8bca5
357,d77657c4-52a7-426f-b9d0-d71e10798c8a,SXSW,954,4,SXSW
358,b2e5fc49-d460-42b9-893c-27dbaff94308,,124,4,b2e5fc49-d460-42b9-893c-27dbaff94308
359,00009999-0000-1000-8000-00177a000002,,131,4,00009999-0000-1000-8000-00177a000002
360,2a28c8e5-b65f-44aa-9837-e02e5967b107,,78,4,2a28c8e5-b65f-44aa-9837-e02e5967b107
361,74278bda-b644-4520-8f0c-720eaf059935,Glimworm,758,4,Glimworm
362,5e9917bd-f3ac-41e6-8226-3fd79f340dc5,,109,4,5e9917bd-f3ac-41e6-8226-3fd79f340dc5
363,98fc7ce5-64e6-4245-b1f4-5f2f9503e670,,120,4,98fc7ce5-64e6-4245-b1f4-5f2f9503e670
364,2686f39c-bada-4658-854a-a62e7e5e8b8d,,143,4,2686f39c-bada-4658-854a-a62e7e5e8b8d
365,b2e5fc49-d460-42b9-893c-27dbaff94303,,101,4,b2e5fc49-d460-42b9-893c-27dbaff94303
366,b2e5fc49-d460-42b9-893c-27dbaff94307,,107,4,b2e5fc49-d460-42b9-893c-27dbaff94307
367,2a28c8e5-b65f-44aa-9837-e02e5967b108,,78,4,2a28c8e5-b65f-44aa-9837-e02e5967b108
368,b2e5fc49-d460-42b9-893c-27dbaff94302,,124,4,b2e5fc49-d460-42b9-893c-27dbaff94302
369,2a28c8e5-b65f-44aa-9837-e02e5967b109,,78,4,2a28c8e5-b65f-44aa-9837-e02e5967b109
370,74278bda-b644-4520-8f0c-720eaf059935,Glimworm,805,4,Glimworm
371,74278bda-b644-4520-8f0c-720eaf059935,Glimworm,968,4,Glimworm
372,09142332-4556-0f78-899e-ebbcce94eff1,,109,4,09142332-4556-0f78-899e-ebbcce94eff1
373,8a21c76b-74e3-4341-92be-33fcfdefdd63,,87,4,8a21c76b-74e3-4341-92be-33fcfdefdd63
374,20cae8a0-a9cf-11e3-a5e2-0800200c9a66,Onyx beacon,13,4,Onyx beacon
375,ba7c72e9-17c1-4ecc-b3c0-0c960b14319e,,133,4,ba7c72e9-17c1-4ecc-b3c0-0c960b14319e
376,50765cb7-d9ea-4e21-99a4-fa879613a492,,150,4,50765cb7-d9ea-4e21-99a4-fa879613a492
377,c4b8ccde-cd5f-40ed-b5b2-f68851ff8ab2,,74,4,c4b8ccde-cd5f-40ed-b5b2-f68851ff8ab2
378,d451a8ca-6bf8-7847-ffad-d5370ba20806,,958,4,d451a8ca-6bf8-7847-ffad-d5370ba20806
379,8a21c76b-74e3-4341-92be-33fcfdefdd63,,769,4,8a21c76b-74e3-4341-92be-33fcfdefdd63
380,e2c56db5-dffb-48d2-b060-d0f5a71096e0,Apple AirLocate,61,4,Apple AirLocate
381,8a21c76b-74e3-4341-92be-33fcfdefdd63,,143,4,8a21c76b-74e3-4341-92be-33fcfdefdd63
382,e2c56db5-dffb-48d2-b060-d0f5a71096e0,Apple AirLocate,51,4,Apple AirLocate
383,458a7133-0000-4e37-a4a4-5d8492586977,,146,4,458a7133-0000-4e37-a4a4-5d8492586977
384,d77657c4-52a7-426f-b9d0-d71e10798c8a,SXSW,61,4,SXSW
385,fda50693-a4e2-4fb1-afcf-c6eb07647825,Skylab,34,4,Skylab
386,8a21c76b-74e3-4341-92be-33fcfdefdd63,,758,4,8a21c76b-74e3-4341-92be-33fcfdefdd63
387,bd48e18c-fc04-4c27-8176-8e55e8045c97,,131,4,bd48e18c-fc04-4c27-8176-8e55e8045c97
388,8a21c76b-74e3-4341-92be-33fcfdefdd63,,13,4,8a21c76b-74e3-4341-92be-33fcfdefdd63
389,fda50693-a4e2-4fb1-afcf-c6eb07647825,Skylab,147,4,Skylab
390,8a21c76b-74e3-4341-92be-33fcfdefdd63,,20,4,8a21c76b-74e3-4341-92be-33fcfdefdd63
391,50765cb7-d9ea-4e21-99a4-fa879613a492,,53,4,50765cb7-d9ea-4e21-99a4-fa879613a492
392,50765cb7-d9ea-4e21-99a4-fa879613a492,,74,4,50765cb7-d9ea-4e21-99a4-fa879613a492
393,00009999-0000-1000-8000-00177a000002,,104,4,00009999-0000-1000-8000-00177a000002
394,d77657c4-52a7-426f-b9d0-d71e10798c8a,SXSW,13,4,SXSW
395,36855890-eb06-4852-89b3-d35064ddce45,,19,4,36855890-eb06-4852-89b3-d35064ddce45
396,1acbad6e-e1a5-4838-a62a-d35d00c35b01,,131,4,1acbad6e-e1a5-4838-a62a-d35d00c35b01
397,74278bda-b644-4520-8f0c-720eaf059935,Glimworm,977,4,Glimworm
398,56db0365-a001-4062-9e4d-499d3b8eccf3,,147,4,56db0365-a001-4062-9e4d-499d3b8eccf3
399,b2e5fc49-d460-42b9-893c-27dbaff94309,,109,4,b2e5fc49-d460-42b9-893c-27dbaff94309
400,b2e5fc49-d460-42b9-893c-27dbaff94309,,124,4,b2e5fc49-d460-42b9-893c-27dbaff94309
401,00009999-0000-1000-8000-00177a000002,,34,4,00009999-0000-1000-8000-00177a000002
402,d77657c4-52a7-426f-b9d0-d71e10798c8a,SXSW,107,4,SXSW
403,e2c56db5-dffb-48d2-b060-d0f5a71096e0,Apple AirLocate,115,4,Apple AirLocate
404,00009999-0000-1000-8000-00177a000002,,117,4,00009999-0000-1000-8000-00177a000002
405,d77657c4-52a7-426f-b9d0-d71e10798c8a,SXSW,77,4,SXSW
406,d77657c4-52a7-426f-b9d0-d71e10798c8a,SXSW,847,3,SXSW
407,e0cb235d-7ee8-4e87-83c4-31730517fa09,,892,3,e0cb235d-7ee8-4e87-83c4-31730517fa09
408,8a21c76b-74e3-4341-92be-33fcfdefdd63,,101,3,8a21c76b-74e3-4341-92be-33fcfdefdd63
409,8a21c76b-74e3-4341-92be-33fcfdefdd63,,66,3,8a21c76b-74e3-4341-92be-33fcfdefdd63
410,8a21c76b-74e3-4341-92be-33fcfdefdd63,,146,3,8a21c76b-74e3-4341-92be-33fcfdefdd63
411,9eb353a0-69b6-4947-b710-bae643c8bca5,,122,3,9eb353a0-69b6-4947-b710-bae643c8bca5
412,12345678-abe6-c60b-ec01-098765432101,,120,3,12345678-abe6-c60b-ec01-098765432101
413,a58bf14e-db0e-407e-ad7b-1d0a84528254,,61,3,a58bf14e-db0e-407e-ad7b-1d0a84528254
414,2686f39c-bada-4658-854a-a62e7e5e8b8d,,1092,3,2686f39c-bada-4658-854a-a62e7e5e8b8d
415,2686f39c-bada-4658-854a-a62e7e5e8b8d,,874,3,2686f39c-bada-4658-854a-a62e7e5e8b8d
416,74278bda-b644-4520-8f0c-720eaf059935,Glimworm,89,3,Glimworm
417,d77657c4-52a7-426f-b9d0-d71e10798c8a,SXSW,767,3,SXSW
418,a64ee4c7-e8c8-4656-58a5-47aacb11f9fa,,131,3,a64ee4c7-e8c8-4656-58a5-47aacb11f9fa
419,8a21c76b-74e3-4341-92be-33fcfdefdd63,,74,3,8a21c76b-74e3-4341-92be-33fcfdefdd63
420,8a21c76b-74e3-4341-92be-33fcfdefdd63,,135,3,8a21c76b-74e3-4341-92be-33fcfdefdd63
421,20205def-9026-4955-bdcf-0a6a0fb547d2,,34,3,20205def-9026-4955-bdcf-0a6a0fb547d2
422,d77657c4-52a7-426f-b9d0-d71e10798c8a,SXSW,846,3,SXSW
423,20310c9b-98c7-94eb-2d47-cc42227e086f,,34,3,20310c9b-98c7-94eb-2d47-cc42227e086f
424,74278bda-b644-4520-8f0c-720eaf059935,Glimworm,99,3,Glimworm
425,8a21c76b-74e3-4341-92be-33fcfdefdd63,,977,3,8a21c76b-74e3-4341-92be-33fcfdefdd63
426,0f73d453-7524-4862-a864-3420875dba4b,,846,3,0f73d453-7524-4862-a864-3420875dba4b
427,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,,871,3,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6
428,2686f39c-bada-4658-854a-a62e7e5e8b8d,,758,3,2686f39c-bada-4658-854a-a62e7e5e8b8d
429,067c472f-4465-4289-978c-0c76f743b8df,,133,3,067c472f-4465-4289-978c-0c76f743b8df
430,2686f39c-bada-4658-854a-a62e7e5e8b8d,,107,3,2686f39c-bada-4658-854a-a62e7e5e8b8d
431,74278bda-b644-4520-8f0c-720eaf059935,Glimworm,1096,3,Glimworm
432,74278bda-b644-4520-8f0c-720eaf059935,Glimworm,871,3,Glimworm
433,e2c56db5-dffb-48d2-b060-d0f5a71096e0,Apple AirLocate,130,3,Apple AirLocate
434,d954b22d-0031-4b02-b91d-f86c1fbd8d22,,141,3,d954b22d-0031-4b02-b91d-f86c1fbd8d22
435,2686f39c-bada-4658-854a-a62e7e5e8b8d,,144,3,2686f39c-bada-4658-854a-a62e7e5e8b8d
436,74278bda-b644-4520-8f0c-720eaf059935,Glimworm,797,3,Glimworm
437,7aa9f224-d71e-4758-8f60-aa013261b9ac,,55,3,7aa9f224-d71e-4758-8f60-aa013261b9ac
438,7aa9f224-d71e-4758-8f60-aa013261b9ac,,131,3,7aa9f224-d71e-4758-8f60-aa013261b9ac
439,e2c56db5-dffb-48d2-b060-d0f5a71096e0,Apple AirLocate,75,3,Apple AirLocate
440,2686f39c-bada-4658-854a-a62e7e5e8b8d,,760,3,2686f39c-bada-4658-854a-a62e7e5e8b8d
441,e23af6ec-8e03-f0f1-3025-883100020384,,13,3,e23af6ec-8e03-f0f1-3025-883100020384
442,2686f39c-bada-4658-854a-a62e7e5e8b8d,,73,3,2686f39c-bada-4658-854a-a62e7e5e8b8d
443,2686f39c-bada-4658-854a-a62e7e5e8b8d,,767,3,2686f39c-bada-4658-854a-a62e7e5e8b8d
444,74278bda-b644-4520-8f0c-720eaf059935,Glimworm,747,3,Glimworm
445,8a21c76b-74e3-4341-92be-33fcfdefdd63,,775,3,8a21c76b-74e3-4341-92be-33fcfdefdd63
446,2686f39c-bada-4658-854a-a62e7e5e8b8d,,28,3,2686f39c-bada-4658-854a-a62e7e5e8b8d
447,06649f1a-51ec-40c2-bae0-d1c063eae3bb,,34,3,06649f1a-51ec-40c2-bae0-d1c063eae3bb
448,2686f39c-bada-4658-854a-a62e7e5e8b8d,,25,3,2686f39c-bada-4658-854a-a62e7e5e8b8d
449,74278bda-b644-4520-8f0c-720eaf059935,Glimworm,146,3,Glimworm
450,8a21c76b-74e3-4341-92be-33fcfdefdd63,,979,3,8a21c76b-74e3-4341-92be-33fcfdefdd63
451,2686f39c-bada-4658-854a-a62e7e5e8b8d,,22,3,2686f39c-bada-4658-854a-a62e7e5e8b8d
452,e2c56db5-dffb-48d2-b060-d0f5a71096e0,Apple AirLocate,32,3,Apple AirLocate
453,c7804a54-10e5-4f29-9402-7465d89abeed,,147,3,c7804a54-10e5-4f29-9402-7465d89abeed
454,8a21c76b-74e3-4341-92be-33fcfdefdd63,,124,3,8a21c76b-74e3-4341-92be-33fcfdefdd63
455,aa0c1a63-153f-4256-bc10-398508e2b590,,767,3,aa0c1a63-153f-4256-bc10-398508e2b590
456,2a955cfd-667b-4ac8-9141-73b9c168da7e,,102,3,2a955cfd-667b-4ac8-9141-73b9c168da7e
457,2b63f6bd-8cd8-4d16-948b-9bbdb89fb2ac,,122,3,2b63f6bd-8cd8-4d16-948b-9bbdb89fb2ac
458,f59d67bd-3252-4d62-8ae6-c8af3a815b8f,,969,3,f59d67bd-3252-4d62-8ae6-c8af3a815b8f
459,fdb3b09b-12e2-4442-be37-35a00a1d9a06,,61,3,fdb3b09b-12e2-4442-be37-35a00a1d9a06
460,2a955cfd-667b-4ac8-9141-73b9c168da7e,,752,3,2a955cfd-667b-4ac8-9141-73b9c168da7e
461,2a955cfd-667b-4ac8-9141-73b9c168da7e,,127,3,2a955cfd-667b-4ac8-9141-73b9c168da7e
462,f59d67bd-3252-4d62-8ae6-c8af3a815b8f,,892,3,f59d67bd-3252-4d62-8ae6-c8af3a815b8f
463,2a955cfd-667b-4ac8-9141-73b9c168da7e,,80,3,2a955cfd-667b-4ac8-9141-73b9c168da7e
464,2f234454-cf6d-4a0f-adf2-f4911ba9ffa6,RadBeacon/Radius Network,28,3,RadBeacon/Radius Network
465,50765cb7-d9ea-4e21-99a4-fa879613a492,,75,3,50765cb7-d9ea-4e21-99a4-fa879613a492
466,5993a94c-7d97-4df7-9abf-e493bfd5d000,,1207,3,5993a94c-7d97-4df7-9abf-e493bfd5d000
467,b2e5fc49-d460-42b9-893c-27dbaff94306,,124,3,b2e5fc49-d460-42b9-893c-27dbaff94306
468,5e9917bd-f3ac-41e6-8226-3fd79f340dc5,,61,3,5e9917bd-f3ac-41e6-8226-3fd79f340dc5
469,5e9917bd-f3ac-41e6-8226-3fd79f340dc5,,131,3,5e9917bd-f3ac-41e6-8226-3fd79f340dc5
470,b2e5fc49-d460-42b9-893c-27dbaff94306,,109,3,b2e5fc49-d460-42b9-893c-27dbaff94306
471,c4abe711-56a5-fa70-a23f-616263646566,,23,3,c4abe711-56a5-fa70-a23f-616263646566
472,f7826da6-4fa2-4e98-8024-bc5b71e0893e,Kontakt,122,3,Kontakt
473,f34ebac4-7cd7-4027-878e-55f4e71d0309,,29,3,f34ebac4-7cd7-4027-878e-55f4e71d0309
474,b2e5fc49-d460-42b9-893c-27dbaff9430c,,109,3,b2e5fc49-d460-42b9-893c-27dbaff9430c
475,50765cb7-d9ea-4e21-99a4-fa879613a492,,149,3,50765cb7-d9ea-4e21-99a4-fa879613a492
476,00009999-0000-1000-8000-00177a000002,,78,3,00009999-0000-1000-8000-00177a000002
477,d77657c4-52a7-426f-b9d0-d71e10798c8a,SXSW,66,3,SXSW
478,fda50693-a4e2-4fb1-3344-ff767760cac6,Skylab,767,3,Skylab
479,50765cb7-d9ea-4e21-99a4-fa879613a492,,145,3,50765cb7-d9ea-4e21-99a4-fa879613a492
480,2f98233b-c528-4156-b9f6-bb8f01d2b557,,767,3,2f98233b-c528-4156-b9f6-bb8f01d2b557
481,50765cb7-d9ea-4e21-99a4-fa879613a492,,135,3,50765cb7-d9ea-4e21-99a4-fa879613a492
482,434b2eb8-c28f-4089-8e7a-1e644bb13b9f,,969,3,434b2eb8-c28f-4089-8e7a-1e644bb13b9f
483,fda50693-a4e2-4fb1-3344-ff767760cac6,Skylab,847,3,Skylab
484,4152554e-f99b-4a3b-86d0-947070693a78,Aruba Bluetooth Beacons (HP),120,3,Aruba Bluetooth Beacons (HP)
485,434b2eb8-c28f-4089-8e7a-1e644bb13b9f,,892,3,434b2eb8-c28f-4089-8e7a-1e644bb13b9f
486,5626d6a4-dcb8-4e33-8fb7-c13c70153bb2,,78,3,5626d6a4-dcb8-4e33-8fb7-c13c70153bb2
487,b2e5fc49-d460-42b9-893c-27dbaff94309,,122,3,b2e5fc49-d460-42b9-893c-27dbaff94309
488,b2e5fc49-d460-42b9-893c-27dbaff94309,,61,3,b2e5fc49-d460-42b9-893c-27dbaff94309
489,b2e5fc49-d460-42b9-893c-27dbaff94305,,109,3,b2e5fc49-d460-42b9-893c-27dbaff94305
490,5e9917bd-f3ac-41e6-8226-3fd79f340dc5,,120,3,5e9917bd-f3ac-41e6-8226-3fd79f340dc5
491,ba7c72e9-17c1-4ecc-b3c0-0c960b14319e,,124,3,ba7c72e9-17c1-4ecc-b3c0-0c960b14319e
492,aa0c1a63-153f-4256-bc10-398508e2b590,,847,3,aa0c1a63-153f-4256-bc10-398508e2b590
493,71b2f817-2875-4835-a94e-f9b6c31a5a24,,881,3,71b2f817-2875-4835-a94e-f9b6c31a5a24
494,aa0c1a63-153f-4256-bc10-398508e2b590,,800,3,aa0c1a63-153f-4256-bc10-398508e2b590
495,494e5445-4c4c-495f-524f-434b535f4857,,767,3,494e5445-4c4c-495f-524f-434b535f4857
496,d77657c4-52a7-426f-b9d0-d71e10798c8a,SXSW,150,3,SXSW
497,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,,51,3,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6
498,6ca0c73c-f8ec-4687-9112-41dcb6f28879,,767,3,6ca0c73c-f8ec-4687-9112-41dcb6f28879
499,6a1a7b3b-2b8c-6a4c-9a7c-0d1403107060,,122,3,6a1a7b3b-2b8c-6a4c-9a7c-0d1403107060
500,146c60f1-23c8-6b23-34f3-b3ded89b4de0,,55,3,146c60f1-23c8-6b23-34f3-b3ded89b4de0
501,6ca0c73c-f8ec-4687-9112-41dcb6f28879,,141,3,6ca0c73c-f8ec-4687-9112-41dcb6f28879
502,6ca0c73c-f8ec-4687-9112-41dcb6f28879,,109,3,6ca0c73c-f8ec-4687-9112-41dcb6f28879
503,c4abe711-56a5-fa70-a23f-616263646566,,147,3,c4abe711-56a5-fa70-a23f-616263646566
504,b2e5fc49-d460-42b9-893c-27dbaff94301,,101,3,b2e5fc49-d460-42b9-893c-27dbaff94301
505,494e5445-4c4c-495f-524f-434b535f4857,,51,3,494e5445-4c4c-495f-524f-434b535f4857
506,6ca0c73c-f8ec-4687-9112-41dcb6f28879,,25,3,6ca0c73c-f8ec-4687-9112-41dcb6f28879
507,c4abe711-56a5-fa70-a23f-616263646566,,131,3,c4abe711-56a5-fa70-a23f-616263646566
508,2a28c8e5-b65f-44aa-9837-e02e5967b106,,74,3,2a28c8e5-b65f-44aa-9837-e02e5967b106
509,c7804a54-10e5-4f29-9402-7465d89abeed,,120,3,c7804a54-10e5-4f29-9402-7465d89abeed
510,d77657c4-52a7-426f-b9d0-d71e10798c8a,SXSW,143,3,SXSW
511,2a28c8e5-b65f-44aa-9837-e02e5967b106,,78,3,2a28c8e5-b65f-44aa-9837-e02e5967b106
512,4a84c409-89e1-497c-8251-2f2d778db8d6,,61,3,4a84c409-89e1-497c-8251-2f2d778db8d6
513,6ab357ac-96dd-4d5e-a606-b9dd64c570c7,,969,3,6ab357ac-96dd-4d5e-a606-b9dd64c570c7
514,50765cb7-d9ea-4e21-99a4-fa879613a492,,60,3,50765cb7-d9ea-4e21-99a4-fa879613a492
515,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,,55,3,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6
516,494e5445-4c4c-495f-524f-434b535f4857,,847,3,494e5445-4c4c-495f-524f-434b535f4857
517,e2e1adec-2e34-4320-82ff-b162204cef07,,958,3,e2e1adec-2e34-4320-82ff-b162204cef07
518,b2e5fc49-d460-42b9-893c-27dbaff94304,,23,3,b2e5fc49-d460-42b9-893c-27dbaff94304
519,d77657c4-52a7-426f-b9d0-d71e10798c8a,SXSW,32,2,SXSW
520,bb407f30-f5f8-466e-aff9-25556b57fe66,,79,2,bb407f30-f5f8-466e-aff9-25556b57fe66
